##########
# 2016-11-15 10:09:23.920038729 +0100 CET Data Acquisition
# Acquisition name: event
# Acquisition num: 4
# Accelerometer full scale: 2
# Gyroscope full scale: 250
##########
num; time(us); accX(g); accY(g); accZ(g); gyrX(o/s); gyrY(o/s); gyrZ(o/s)
0;1768;-0.990967;-0.091797;0.140869;-2.671756;-0.557252;-0.564885
1;3523;-0.987305;-0.094238;0.148193;-2.725191;-0.893130;-0.473282
2;5682;-0.983154;-0.094482;0.149414;-2.770992;-0.480916;-0.366412
3;7414;-0.980225;-0.094727;0.144043;-2.694656;-0.717557;-0.534351
4;9488;-0.980957;-0.094727;0.148926;-2.916031;-0.687023;-0.541985
5;11234;-0.984131;-0.092773;0.146729;-2.824427;-0.801527;-0.374046
6;13252;-0.984131;-0.094238;0.141113;-2.770992;-0.816794;-0.656489
7;15007;-0.977295;-0.095947;0.150146;-2.946565;-0.916031;-0.931298
8;17119;-0.977783;-0.091553;0.146240;-3.198473;-1.122137;-0.885496
9;18889;-0.984863;-0.091064;0.151367;-2.984733;-0.732824;-0.824427
10;20942;-0.979492;-0.086426;0.149414;-2.435115;-0.732824;-1.312977
11;22680;-0.981201;-0.093994;0.153809;-2.244275;-0.229008;-1.145038
12;24751;-0.982178;-0.095703;0.148193;-1.519084;0.083969;-1.305344
13;26491;-0.976807;-0.098145;0.149414;-0.809160;0.450382;-1.557252
14;28503;-0.973633;-0.100830;0.154785;-0.435115;1.068702;-1.793893
15;30229;-0.973633;-0.102783;0.149658;0.167939;1.832061;-2.351145
16;32227;-0.965576;-0.104736;0.151123;1.030534;2.564885;-2.916031
17;33970;-0.971680;-0.100342;0.156494;1.343511;3.129771;-2.938931
18;36085;-0.969238;-0.095703;0.157715;2.213740;3.656489;-3.427481
19;37813;-0.972900;-0.086670;0.158203;2.305344;3.809160;-3.755725
20;39876;-0.980469;-0.083740;0.158203;2.557252;4.137405;-4.076336
21;41615;-0.988037;-0.074707;0.163818;2.763359;3.992366;-4.221374
22;43689;-0.983398;-0.076660;0.170898;2.717557;3.633588;-4.099237
23;45428;-0.985840;-0.075684;0.167969;2.664122;3.427481;-4.358779
24;47435;-0.985596;-0.075928;0.161865;3.053435;3.206107;-4.106870
25;49161;-0.986816;-0.078857;0.160889;2.916031;3.190840;-4.068702
26;61049;-0.986328;-0.062012;0.170654;2.641221;1.793893;-3.404580
27;62913;-0.982422;-0.059814;0.160645;2.145038;1.213740;-3.396947
28;65187;-0.983398;-0.063721;0.163818;2.236641;0.885496;-3.419847
29;67043;-0.979492;-0.067383;0.162354;2.053435;0.519084;-3.404580
30;69193;-0.982422;-0.067139;0.165771;2.320611;0.511450;-3.671756
31;71033;-0.979492;-0.071045;0.165771;2.145038;0.198473;-3.702290
32;73257;-0.985840;-0.069580;0.164307;2.221374;0.435115;-3.961832
33;75097;-0.980957;-0.074951;0.159912;1.992366;0.358779;-4.358779
34;77147;-0.979736;-0.072754;0.159668;1.961832;0.450382;-4.610687
35;78877;-0.974121;-0.075439;0.160400;2.282443;0.664122;-4.992366
36;81011;-0.979004;-0.080078;0.158691;2.687023;1.053435;-5.152672
37;82797;-0.980225;-0.081787;0.149658;3.137405;1.603053;-5.496183
38;84892;-0.984619;-0.082520;0.149658;3.328244;2.229008;-5.916031
39;86620;-0.990234;-0.077637;0.154053;3.259542;2.664122;-5.511450
40;88627;-1.000732;-0.074707;0.150391;3.175573;2.671756;-5.732824
